Mod Name;Author;Description;Versions;Is Latest;Latest Commit;Latest Download
Rocky's Bar;Phoenix;This is Rocky's Bar a little scie-... I mean a nice little bar to enjoy yourself at with other Inmates! With a variety of alcohols you should be able to find yourself at the bottom of a barrel... or in someone else's cell, who knows! For now there is just the bar and the drink that are served there, but in the next version will be a blackout system and eventually a form of drunken mastery skill!  As always DM me or @ me on this server with any issues and I will gladly make my way to fix the issues and suggestions to add let me know as well as this is more of a community mod for anyone wanting to add something   Disclaimer: This will be edited and modified depending on how the community sees fit I.E More exp gain or cheaper perk costs or higher/lower stats  New?: Nothing really just any fixes that may or may not have been needed;6;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/RockysBar.zip
Kaio's QOL;Kaio;A small QOL mod that changes things I wanted to change. Current changes: 1.) BFFs! Characters above 50% affection will no longer lose affection over time. However, Characters under -50% affection will not gain affection over time either.;1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/KaiosQOL.zip
BDCC Dark Days;Sumobear50;The content required to use the "Broken Dreams Correctional Center: Dark Days" datapack. Includes characters and new maps to explore.;1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/BDCCDD.pck
Winters NPC Anal Womb;Avery Winters;This adds the anus womb to the dynamic NPC generation so that any NPC without a vagina, and 30% of any NPC with a vagina will spawn with an Anus Womb CHANGELOG: Tweaked spawnrates to enable a fully breedable prison NOTE: Will only affect newly generated Dynamic NPC's;1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/WintersNPCAnalWombV1.2.zip
ConvictTag Cuffs;keerifox;Adds a set of sturdy wrist/ankle cuffs, equipped with LEDs on both edges, which interface with standard issue inmate collars to ascertain the wearer's con-specifics.  Pawns acting as doms may have the ConvictTag gear as part of their inventory. It can also be purchased from the Announcer.  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/ConvictTagCuffs.png]Click for Preview[/url]  [color=#CCE4FF]source code[/color] – [url=https://git.frisk.space/keerifox/BDCC-ConvictTagCuffs]git.frisk.space[/url] [color=#FFCCEA]personal website[/color] – [url=https://keeri.place]keeri.place[/url] [color=#FFCCEA]<3[/color];1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/ConvictTagCuffs.zip
Tess's Scaling Perks;Smixe;Adds two starting perks that increase base stats. Greedy adds a stat for every 10 Credits, and Dreamer adds every 4 levels. Very unbalanced, be warned. Also my first mod.  It might have some bugs. Please tell me if you found one.   Thank you for trying my mod. Changelog: Changed the formula for getting one of the perks bonus. Thank you Dotakiin for the fix!  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/TessStartPerk.png]Click for Preview[/url];3;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/TessStartPerkv0.1.1fix.zip
Southern Sergal;Amewsing;The southern flavor of Sergals. This will 100% look fucked up with any eye-covering apparel  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/SouthernSergal.png]Click for preview[/url];2;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/SouthernSergal.6.zip
Winters Tapered Penises;Avery Winters;A collection of the Tapered penises from the Aviary mod. Decided to seperate these off solo so that they can be used with other mods and species that would benefit from slits and tapered penises without needing a whole race as a dependency. Has built in hypertus compat and JSON for mod browser compat. COMPATABILITY: BallsExtra & Hypertus CHANGELOG: Tidied NPC Generation NOTE: Since these run new Mod ID's doesnt hurt to back up your saves, or wait till your starting a new game to update. @ me or make a thread if anything is broken.  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/WintersTaperedPenises.png]Click for Preview[/url];4;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/WintersTaperedPenisesV1.3.zip
Anons Avian Species;Anon, Avery Winters;A combined avian pack with species for birds, gryphons and hippogryphs. Avians will spawn with tapered penises if the mod is installed. The crow species has now had its parts rolled into the Avian species and can spawn in with all the other bird types. Included compatability for hypertus COMPATABILITY: Hypertus CHANGELOG: Fixed a crash with WingedBody and with TaperedPenises compatability. NOTE: Since these run new Mod ID's doesnt hurt to back up your saves, or wait till your starting a new game to update. @ me or make a thread if anything is broken.  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/AnonsAvianSpecies.png]Click for Preview[/url];4;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/AnonsAvianSpeciesV1.3.zip
Winters Equine Penises;Avery Winters;A grouped mod for the various equine penis mods in a single file with skin support for almost all skins on each option. COMPATABILITY: BallsExtra & Hypertus CHANGELOG: Hypertus compat files where never being loaded, this is now fixed. NOTE: @ me or make a thread if anything is broken.  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/WintersEquinePenises.png]Click for Preview[/url];2;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/WintersEquinePenisesV1.5.zip
NaughtyStoat Jute Harnesses;keerifox;Adds 3 variants of jute rope harnesses, available in multiple preset colors and manually dyeable at the uniform vendor.  Pawns acting as doms may have the NaughtyStoat kits as part of their inventory. They can also be purchased from the Announcer.  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/NaughtyStoatJuteHarnesses.png]Click for Preview[/url]  [color=#CCE4FF]source code[/color] – [url=https://git.frisk.space/keerifox/BDCC-NaughtyStoatJuteHarnesses]git.frisk.space[/url] [color=#FFCCEA]personal website[/color] – [url=https://keeri.place]keeri.place[/url] [color=#FFCCEA]<3[/color];1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/NaughtyStoatJuteHarnesses.zip
Ceasar's Sex Games;Lucci;[b]Play sexy games, win sexy prizes[/b] A collection of two minigames that you can play to win credits and/or prizes  [b]Mod Features:[/b] -- Gaming  -- Bondage -- A secret third thing -- Skill-based gambling  [b]How to start:[/b] By Day 5 or later, walk around the Cellblock Corridors  [i]Ping me for bugs, typos, and feedback[/i]  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/CeasarsSexGames.png]Click for Preview[/url];1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/CeasarsSexGamesVer1.0.2.zip
Winters Ori & Puro Species;Eurygrey, Avery Winters;Original mody by Eurygrey, Updates and combined by Avery Winters. Updated and combined the Puro & Ori species to work with skins and colours. Originals made by Eurygrey. Has built in hypertus compatibility COMPATABILITY: Hypertus CHANGELOG: Straightened the Puro skull so it shouldnt move around during sex positions NOTE: @ me or make a thread if anything is broken.  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/WintersOriPuroSpecies.png]Click for Preview[/url];3;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/WintersOriPuroSpeciesV1.2.zip
Fellini Mod;Mari;Adds 9 cosmetic items and 2 bodyparts, all based on Pulchra Fellini from ZZZ.  These include: Boots, Choker, 2 Crop tops (dyeable), Jacket, Mask, Leg pouches, Shorts, Gloves, Fellini hair and Fellini tail  All cosmetic items can be bought from the vendomat, bought from the announcer or dropped by Pulchra NPC (datapack not included with this mod)  Update 1.1: -Added a couple of scripts and items that enable the quests from Pulchra Fellini datapack to function.  Update 1.2: -Fixed the Error! button showing up in the yard -Added more scripts to allow the datapack to function properly -Added the ability to wear the choker -Added Fellini gloves -Improved Fellini Jacket   Update 1.3 [Debugging and options update]  -Improved Debug menu -Debug menu now available without finishing prologue -Added global mod options that synchronize across saves (Access them by talking to Pulchra in the yard) -Added Fellini Tail species options (Feline by default) -Added Fellini Hair options for NPC spawns (disabled by default)  [Tested on Windows, Linux and Android]  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/FelliniMod.png]Click for Preview[/url];4;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/FelliniMod.zip
More BDSM stuff;DrDurka;Adds more restraints and toys.  The big one: Added bitchsuit (petplay staff), only 3 scenes and 2 events for now. In short - you can dress up bitchsuit, walk almost all over the station, suck dicks and receive treats.  I will gradually fill the map with scenes, but not yet new events. I am still afraid of overlapping (castom triggers, pls), if this happens - write to me.  and about grammatical errors too   The little one:  Fixed a bug with toys, in which lust continued to accumulate, I still advise you to remove them and put them on. Also slightly changed their own calculation of the increase in lust and added a little vibration when they are turned on.  Remade leather mittens, added socks(?), and changed the overall texture.  And 6 new items: 2 armbinders 3 chastity cages leather corset  Everything is sold by Announcer.  Butt Plug (extended)(new) Plug L2 (extended)(new) Pink vibrator (extended) Leather Blindfold Leather Bondage Mittens (extended)(new) Leather Wrist Cuffs Leather Ankle Cuffs Leather muzzle  gag Leather corset (extended)(new) Leather armbinder(new) Leather muff bondage(new) Harness (extended) Latex Suit (ring slot!!) (extended) Latex Mittens (extended) Latex Gloves (extended) Latex muzzle ring gag Bondage hood (fix) Cock ring  Breast massager Toys remote Chastity cage C1 (new) Chastity cage C2 (new) Chastity cage C3 (new)  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/MoreBDSMstuff.png]Click for preview[/url];15;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/MoreBDSMstuff.zip
Nudity Police;Lucci;[b]Nudity will not go unpunished![/b] A mod focused on adding risk to being nude. Includes new ways to lose and regain your clothes.  [b]Update: 2025-OCT-25[/b] -FIXED: Datapack characters endless Replace Clothes loop -CHANGED: Nudity Police chance now fixed at 5%, previously it slowly increased overtime -CHANGED: Nudity Police now has a 3 hour cooldown between arrests -ADDED: Mod Options for Police Chance and Cooldown. Requires FoxLib -REMOVED: Notorious Nudist perk, not needed due to changes in Police system -FIXED: Mod compatibility. More BDSM Stuff, Leather Armbinder and Leather Muff Bondage  If you have FoxLib installed: [b]Mod Options! Allows you to adjust the following[/b] -- Nudity Police event frequency -- Nudity Police cooldown time -- Sleep/Shower Thief event frequency  [b]Mod Features:[/b] -- Guards will approach inmates walking around naked  -- Defeat or Surrender will result in a special uniform being equipped  ---- This new inmate uniform is also a piece of bondage gear  ---- It will be hard to remove and block any Exhibitionism perks that require full nudity ---- The new uniform will NOT fully block access to your dick/pussy/butt/boobs  ---- Parts become accessible when Lust>50, or if new uniform is damaged  -- New events that make the Player and NPCs lose all clothing  -- Ability to steal another inmate's clothes  ---- Available after a fight, or when an inmate is incapacitated  -- Clothing damage after combat -- Naked inmates will try to get new clothes from the Laundry Vendomat (Thanks to Mindstormsman)  [i]Ping me for bugs, typos, and feedback[/i]  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/NudityPolice.png]Click for preview[/url];9;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/NudityPoliceVer1.3.13.zip
Export Encounter Preferences;Mari;With this mod you are able to import and export your preferences for NPC Encounters. To access these options you need to locate Preferences button inside your cell.  For those who do not know, Encounter preferences are located inside Me >> Encounters and they determine things such as NPC gender probability, specie probability, etc  This mod is in very early alpha and bugs are bound to happen so please report anything to Mari on the BDCC discord.  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/ExportEncounterPreferences.png]Click for Preview[/url];1;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/ExportEncounterPreferences.zip
Affection Check;Lucci;Sidebar now displays Affection Level, as well as if the character is a Guard/Nurse/Engineer/Slave/Nemesis  Update 2025-OCT-31: -- Now works with game version 0.1.11fix1  -- Slave & Nemesis labels  Affection Levels: Ally : higher than 50% Friend : between 50% to 20% None : between 20% to -20% Rival : between -20% to -50% Enemy : lower than -50%  [url=https://raw.githubusercontent.com/Alexofp/BDCCMods/main/previews/AffectionCheck.png]Click for Preview[/url];2;True;0dd6a1b8b2733f44339155cb00c4ca967fa53584;https://raw.githubusercontent.com/Alexofp/BDCCMods/0dd6a1b8b2733f44339155cb00c4ca967fa53584/mods/AffectionCheckVer1.1.2.zip
